Id,Label,community,frequency,degree_weighted,betweenness,pagerank
publico,publico,0,31,85.0000,0.000000,0.003022
campo,campo,0,140,542.0000,0.087785,0.014749
pratica,pratica,0,92,390.0000,0.020212,0.010816
actante,actante,4,57,193.0000,0.001506,0.005989
ontologia,ontologia,2,23,86.0000,0.000000,0.003117
cientifico,cientifico,2,34,91.0000,0.010247,0.003494
spira,spira,2,46,196.0000,0.014845,0.005973
secao,secao,1,50,243.0000,0.000628,0.007016
conceito,conceito,1,64,267.0000,0.011079,0.007726
parcial,parcial,3,34,251.0000,0.022723,0.007245
associacao,associacao,4,44,152.0000,0.000126,0.004900
termos,termos,4,63,197.0000,0.011424,0.006139
descricao,descricao,0,72,412.0000,0.058863,0.011318
cortes,cortes,1,32,124.0000,0.000126,0.004130
strathern,strathern,1,70,374.0000,0.040048,0.010501
modelo,modelo,2,86,358.0000,0.013747,0.010240
subsecao,subsecao,1,26,114.0000,0.000063,0.003743
questao,questao,0,27,83.0000,0.000000,0.002951
corte,corte,1,88,459.0000,0.118590,0.012612
figuracao,figuracao,1,51,239.0000,0.001130,0.007038
sistema,sistema,2,27,79.0000,0.000000,0.002847
material,material,0,41,184.0000,0.000000,0.005550
diferenca,diferenca,0,27,94.0000,0.000000,0.003191
tecno,tecno,0,22,120.0000,0.000000,0.003685
metodo,metodo,0,108,518.0000,0.061013,0.014293
construcao,construcao,2,35,192.0000,0.000565,0.005589
entidade,entidade,3,21,73.0000,0.000063,0.002790
materiais,materiais,0,45,229.0000,0.012868,0.007039
textil,textil,1,41,185.0000,0.006026,0.005542
conceitos,conceitos,1,48,127.0000,0.000000,0.004133
diagrama,diagrama,5,33,119.0000,0.001067,0.004194
humano,humano,3,122,429.0000,0.047517,0.012065
linguagem,linguagem,2,42,168.0000,0.000000,0.005047
barad,barad,1,19,96.0000,0.000000,0.003224
movimento,movimento,4,19,64.0000,0.000000,0.002465
conhecimento,conhecimento,0,47,198.0000,0.000000,0.005932
termo,termo,6,37,129.0000,0.000000,0.004134
nomeia,nomeia,1,36,209.0000,0.004708,0.006310
costura,costura,1,22,97.0000,0.001632,0.003247
social,social,6,27,69.0000,0.000063,0.002651
computacao,computacao,2,21,101.0000,0.000126,0.003437
leitura,leitura,1,33,117.0000,0.000000,0.003810
artificial,artificial,2,105,698.0000,0.013119,0.016601
tecnicas,tecnicas,0,22,80.0000,0.000000,0.002922
aparece,aparece,1,25,120.0000,0.000000,0.003915
instituicao,instituicao,2,38,130.0000,0.016509,0.004422
seguir,seguir,4,29,134.0000,0.000188,0.004368
inteligencia,inteligencia,2,105,693.0000,0.010985,0.016537
recusa,recusa,0,22,75.0000,0.000000,0.002746
fato,fato,3,23,89.0000,0.000000,0.003242
presenca,presenca,7,27,166.0000,0.009039,0.005165
principio,principio,1,24,106.0000,0.000000,0.003558
sistemas,sistemas,2,36,126.0000,0.000000,0.003983
formulacao,formulacao,1,51,181.0000,0.000439,0.005511
compostagem,compostagem,1,33,152.0000,0.000188,0.004705
conexoes,conexoes,1,28,107.0000,0.000314,0.003696
palavra,palavra,7,23,64.0000,0.000126,0.002632
trama,trama,1,19,61.0000,0.000000,0.002351
distintas,distintas,4,21,65.0000,0.000000,0.002600
distribuida,distribuida,3,22,132.0000,0.000000,0.004211
descreve,descreve,5,53,278.0000,0.000879,0.007986
vocabulario,vocabulario,1,39,131.0000,0.000000,0.004149
opera,opera,1,20,89.0000,0.000251,0.003187
torna,torna,0,37,176.0000,0.000188,0.005321
entidades,entidades,3,28,94.0000,0.000000,0.003284
ciencia,ciencia,6,109,601.0000,0.074509,0.015849
parceria,parceria,0,20,84.0000,0.000000,0.002963
pergunta,pergunta,2,40,150.0000,0.000126,0.004623
estudos,estudos,6,23,136.0000,0.000000,0.004066
etnografia,etnografia,0,175,923.0000,0.202090,0.024443
elementos,elementos,0,22,43.0000,0.000000,0.002011
haraway,haraway,1,70,308.0000,0.019082,0.008962
teoria,teoria,4,47,302.0000,0.001820,0.007839
generativa,generativa,2,32,205.0000,0.000000,0.005472
hinterland,hinterland,7,38,207.0000,0.021028,0.006305
ator,ator,4,59,336.0000,0.009416,0.008665
manifesta,manifesta,7,23,165.0000,0.000439,0.005187
gesto,gesto,1,77,320.0000,0.013433,0.008871
disponivel,disponivel,5,19,80.0000,0.000942,0.003016
experiencia,experiencia,0,25,115.0000,0.001632,0.003767
produz,produz,0,33,150.0000,0.000126,0.004768
problema,problema,1,26,96.0000,0.000000,0.003351
processo,processo,0,32,107.0000,0.000000,0.003606
sociais,sociais,6,46,270.0000,0.013119,0.007494
tecnociencia,tecnociencia,5,40,202.0000,0.036784,0.005837
dado,dado,6,77,328.0000,0.026615,0.009051
operacao,operacao,1,23,107.0000,0.000000,0.003494
otherness,otherness,7,33,205.0000,0.017199,0.006280
superficie,superficie,5,19,44.0000,0.000000,0.002015
infraestrutura,infraestrutura,2,37,158.0000,0.009353,0.005274
letramento,letramento,6,30,145.0000,0.001193,0.004472
laboratorio,laboratorio,2,54,219.0000,0.019851,0.006481
parte,parte,5,67,313.0000,0.001758,0.008903
politicas,politicas,2,20,53.0000,0.000126,0.002371
ponto,ponto,0,37,152.0000,0.018455,0.004839
conjunto,conjunto,6,26,95.0000,0.000000,0.003310
sustentam,sustentam,0,19,110.0000,0.000000,0.003721
inscricao,inscricao,5,91,360.0000,0.056588,0.010402
decisao,decisao,0,24,93.0000,0.004975,0.003360
propriedade,propriedade,3,22,110.0000,0.000000,0.003695
condicoes,condicoes,0,28,123.0000,0.000000,0.004079
objeto,objeto,2,113,488.0000,0.041539,0.013178
posicao,posicao,0,44,157.0000,0.002071,0.004898
momento,momento,0,24,93.0000,0.000000,0.003277
relacoes,relacoes,1,53,163.0000,0.000377,0.005130
cientista,cientista,2,32,132.0000,0.004457,0.004356
latour,latour,1,129,595.0000,0.150477,0.016039
digital,digital,0,35,129.0000,0.002009,0.003990
formula,formula,1,22,126.0000,0.000000,0.004115
substancia,substancia,3,23,146.0000,0.009478,0.004623
pesquisador,pesquisador,2,58,219.0000,0.003798,0.006458
